sid,time,lat,lon,umax,press,u24_past,mov_angle,mov_speed,u_st,v_st,ws_200,owz_500,owz_850,rh_700,rh_925,sph_925
2000248N17117,2000-09-07 18:00:00,19.0,114.70001,32.9216,975.0,0.0,4.374205112457275,5.572258472442627,-5.669222318209135,0.7000063382662259,8.411898612976074,166.0399169921875,153.9224853515625,57.00001525878906,86.00001525878906,0.015530001372098923
2000248N17117,2000-09-08 00:00:00,18.9,114.20001,34.979202,970.0,2.0576019287109375,4.713237762451172,5.259779930114746,-6.4653789813701925,0.32308666522686297,4.648650169372559,164.1024627685547,203.05001831054688,63.00001525878906,85.00001525878906,0.01470000110566616
2000248N17117,2000-09-08 06:00:00,18.8,113.399994,34.979202,970.0,2.0576019287109375,4.713516712188721,7.017398357391357,-7.273069528432993,-2.3846065814678488,5.420328140258789,141.66253662109375,149.57981872558594,67.00001525878906,95.00001525878906,0.016520000994205475
2000248N17117,2000-09-08 12:00:00,18.7,112.399994,34.979202,970.0,0.0,4.505650043487549,8.968050956726074,-1.0076869084284856,-1.7038362943209135,5.08035945892334,256.74981689453125,245.15008544921875,63.00001525878906,80.00001525878906,0.015090001747012138
2000248N17117,2000-09-08 18:00:00,18.5,111.600006,34.979202,970.0,0.0,4.455659866333008,7.268003940582275,-1.0307605449969952,1.8384692852313702,5.508174896240234,285.0024108886719,374.0901794433594,58.00001525878906,81.00001525878906,0.015560001134872437
2000248N17117,2000-09-09 00:00:00,18.5,110.600006,39.6088,960.0,4.629596710205078,4.713775634765625,8.787394523620605,-3.1384529700646033,-1.1538379375751202,6.236978054046631,278.5425720214844,261.1200256347656,73.00001525878906,94.00001525878906,0.01728000119328499
2000248N17117,2000-09-09 06:00:00,18.2,109.70001,32.9216,975.0,-2.0576019287109375,4.456086158752441,7.279841899871826,-0.5384544959435096,1.3615470299353967,5.883029937744141,186.9026336669922,211.0700225830078,68.00001525878906,84.00001525878906,0.016430001705884933
2000248N17117,2000-09-09 12:00:00,18.3,109.0,29.835201,980.0,-9.773597717285156,5.050765037536621,5.595663070678711,-1.0846023559570312,2.238469050480769,7.574285507202148,181.6898651123047,189.6400146484375,81.00001525878906,90.00001525878906,0.017490001395344734
2000248N17117,2000-09-09 18:00:00,18.5,108.20001,24.6912,985.0,-8.230400085449219,4.9711809158325195,7.271974086761475,0.8423197819636419,0.36539635291466344,10.965865135192871,299.392578125,170.5823974609375,84.00001525878906,94.00001525878906,0.01793000102043152
2000248N17117,2000-09-10 00:00:00,18.3,107.0,24.6912,985.0,-5.144001007080078,4.540214538574219,10.715655326843262,-2.7269146259014425,2.7653961181640625,9.883828163146973,357.4222717285156,218.63235473632812,88.00001525878906,90.00001525878906,0.0173800028860569
2000248N17117,2000-09-10 06:00:00,18.1,105.79999,22.6336,990.0,-2.0576000213623047,4.540393829345703,10.72762680053711,-1.3153786292442908,-3.7499906099759617,6.044004917144775,234.92263793945312,134.64230346679688,92.00001525878906,89.00001525878906,0.017830001190304756
